id,title,score,popularity,genres,tags,main_char,description
192079,Moralless Scandal,64,985,Drama|Fantasy|Romance,Full Color:20|Long Strip:20|Female Protagonist:20|Heterosexual:20|Time Manipulation:20|Age Regression:20|Marriage:20|Politics:20|Religion:20,,"Lorena chose death to take revenge on the husband who ruined her life. Thrown back in time, she is determined to rewrite her destiny, protect her family, and destroy her husband. There’s only one way to win: a scandalous divorce.  
 “I need a wild dog… because I’m going to hunt down a hound.”   
A dangerous alliance. A deadly deal. Will she be able to take everything back this time?  (Source: WEBTOON)"
203228,Go Deok-Chun-ui Food Truck,59,984,Comedy|Romance,Full Color:20|Long Strip:20|Male Protagonist:20|Food:20|Female Harem:20,,"Jun-ho inherits his late Uncle Deok-chun's food truck. He travels the country, cooking to make the name ""Go Deok-chun"" known nationwide. Starting with Se-hee, the heir to a conglomerate, Jun-ho gets involved with women who each have their own stories in every region he visits! They all fall for him, but the one thing that truly captures Jun-ho's heart... is cooking! Follow the irresistible Jun-ho on his nationwide romantic food truck journey-business, let's begin!  (Source: Naver, translated)"
179218,SO-EUN for All,59,984,Drama|Hentai,Netorase:79|Masochism:60|Full Color:50|Nudity:20|Threesome:20|Sadism:20|Ahegao:20|Long Strip:20|Swapping:20,So-Eun,"“Would you really let them have their way with you?”   
The sweet scent and gentle touch of my first love, the one who once comforted me… And now, that very person is standing here, wearing nothing underneath her shirt?  (Source: DAYcomics)"
169278,My Beloved Baby Sister,59,984,Fantasy|Romance,Female Protagonist:79|Full Color:79|Long Strip:20,,"When Princess Fleta, who has been mistreated her entire life due to being born with a curse, summons the basilisk and destroys the palace, Princess Cezanne regrets that things could have turned out differently if someone had been by Fleta's side. So when she miraculously finds herself six years back in time, she is determined to take Fleta under her wing and fill her baby sister's life with nothing but joyful light. Will Cezanne be able to dispel the darkness inside Fleta and rewrite the ending?  
(Source: Tapas)"
158920,Someone Like You,69,984,Drama|Mystery|Romance,Time Skip:79|Work:79|Boys' Love:73|Amnesia:66|Full Color:60|School:60,,"When tragedy strikes and tears young Shinwoo's family apart, the charming Han swoops in like a prince and saves the timid boy with his kindness. So it comes as a huge shock to Shinwoo when his new friend and crush suddenly ghosts him after graduation. Initially, Shinwoo just thinks that Han got tired of him due to his fickle ways. But when the two reunite as adults, it turns out that Han has strangely little memory of their time together. As he slowly recalls their past, however, Han realizes that the quiet boy left a surprisingly deep impact on him in all sorts of unexpected ways. And because Shinwoo is very much his type, he's determined to do whatever it takes to win him over. There's just one unanswered mystery lingering in the air between them: why exactly did Han forget about Shinwoo in the first place?  

(Source: Tappytoon)"
160150,The Secret of House Francesca,59,983,Fantasy|Romance,Reincarnation:79|Crossdressing:79|Magic:79|Revenge:79|Conspiracy:79|Full Color:60|Female Protagonist:60|Time Manipulation:50|Dragons:20,Chloe von Francesca,"House Francesca holds a secret. There's an imposter within the house who seeks revenge. But who could it be? Is it the late duke's greedy sister who loathed sharing the riches of the duchy but loved spending them on herself? One of the duke's brothers, both of whom were hungry for the power that the duke held? Or could it be his daughter, who was under a spell to kill those who got in her way? Whoever it may be, can they keep their identity concealed, or will their dastardly deeds be revealed? 
 
(Source: Tapas)"
121794,Love of Mine,65,983,Drama|Romance,College:79|Urban:60|Full Color:20|Female Protagonist:20,Yuha Shin,"Hari is your average quiet girl who got assigned the bubbly Yeonju as a roommate, and somehow they became best friends. But just before Hari can tell her about her crush on a charming senior named Jinho, Yeonju says it first—and that they’re dating! After years of watching from the sidelines, Hari finally gets over him, but now he’s chasing after her... With no time for romance, Hari agrees to a blind date to get rid of Jinho. Who knew her blind date had an unrequited love of his own?
  
(Source: Tapas)"
170711,Hoegwijado Mot Kkaen Tap Deungbanhamnida,55,982,Action|Adventure|Fantasy,Male Protagonist:20|Full Color:20|Long Strip:20,,"A friend who passed out while drinking suddenly said something strange.  
 ""Su-Hyeok, I've regressed."" 
""Regressed?"" 
""Yes, I've come back in time."" 
""Are you crazy?"" 
""You are the only hope for humanity.""   
And then I was taken to the tower… But it doesn't matter! Regressor? Tower? Trials? Whatever it is, It doesn't matter but what I know is I'll conquer this goddamn tower!  (Source: KakaoPage, translated)"
144320,Here From the Start,60,982,Drama|Fantasy|Romance,Female Protagonist:50|Full Color:50|Love Triangle:50|Maids:20|Isekai:20,,"One day, wallflower Kim Hye-Jin wakes up as her web novel counterpart, Maria, a maid who is ignored by... well, everyone. No one ever really notices her, as if she was a ghost, but Grand Duke Dietrich can't seem to take his eyes off her. Seeing his rival's interest in the girl, Prince Elias resolves to use her for his own advantage in the battle for the throne. As misunderstandings and mystery surrounding Maria grow, she's quickly going from invisible to intriguing to... potentially irresistible!
  
(Source: Tapas, edited)"
156911,"He's Just My Brother, Your Grace!",61,981,Fantasy|Romance,Isekai:20|Female Protagonist:20|Heterosexual:20|Full Color:20|Shapeshifting:20,,"After losing her parents and ending up on the streets with her brother, Astel realizes she is actually in a novel where she and her loved ones die at the hands of a mysterious villain. Determined to change this, she decides to infiltrate the castle of Duke Anais and uncover the villain's identity! The first step of the plan succeeds, but now there's just one issue: she is bound to the shapeshifter duke as his mate! Will Astel be able to fulfill her goal while dealing with this new relationship?
  
(Source: Tapas)"
129532,Crush and Burn,62,981,Hentai|Romance|Supernatural|Thriller,Boys' Love:79|Full Color:73|Vampire:66|Religion:60|Rape:60|Revenge:40|Male Protagonist:20|Adoption:20|Anti-Hero:20,,"Ken’s life is ordinary. He’s a former orphan, he works as a server in a pub, and he lives on the outskirts of Aman, a religious nation free from the influence of vampires. Then one day, Ken is bitten and cursed by a vampire, and is only saved from certain death by Agia Frederick, a powerful disciple of the Church. However, freeing Ken from his curse requires a physical intimacy with Agia, who seems to have ulterior motives for keeping Ken around… Will the relationship between the two men bloom into something more? Or will it be crushed and burned entirely?  (Source: Lezhin US)"
178194,Jeuksek Bokgwon,58,980,Drama|Hentai|Romance|Supernatural,Full Color:20|Male Protagonist:20|Nudity:20|Long Strip:20,Him-Chan Kang,"“I’m going to cash in the lottery ticket! Take off your clothes and have sex with me!”   
Him-Chan, an ordinary office worker, receives a mysterious lottery ticket. He scratches the lottery ticket with doubt… Only to find it’s a sex coupon? Yet, as he hands over the mysterious ticket, the woman begins to undress on her own… Is this the beginning of a new chapter in his sex life?!  (Source: TOPTOON, translated)"
197164,Return of the Namgung Clan's Granddaughter,64,980,Action|Fantasy|Romance,Female Protagonist:20|Full Color:20|Long Strip:20|Martial Arts:20|Age Regression:20|Revenge:20,Seol-Hwa Namgung,"Because she was kidnapped and raised by the Blood Demon, Seolhwa destroyed the Namgung Clan, unaware that she was its lost child. When she learned the truth only after being killed by the master who used her, she awakens eight years in the past and returns home to try and change fate. But a dark spell and forbidden seals keep her from speaking the truth. Can Seolhwa change the future of her clan and prepare Namgung for what’s to come? Or will her family's blood spill once again?  (Source: Tapas)"
156703,#Follow Me,59,979,Drama|Hentai|Romance,Nudity:60|Full Color:20|Male Protagonist:20|Heterosexual:20|Female Harem:20|College:20|Large Breasts:20|Defloration:20|Fellatio:20|Virginity:20|Chibi:20|Handjob:20|Masturbation:20|Love Triangle:20|Nakadashi:20|Squirting:20|Boobjob:20|Deepthroat:20|Threesome:20|Group Sex:20|Pregnancy:20|Long Strip:20,Dong-Ju Choi,"Three girls, one guy, team project, easy, right? But what happens when the project... turns non-academic? #Follow me to find out!  (Source: Toomics)"
148307,Terrarium Adventure,61,978,Adventure|Fantasy|Romance,Full Color:60|Female Protagonist:60|Long Strip:60|Video Games:60|Isekai:50,,"I'm a zillionaire in a gacha game! 
Obsessed with the clicker game Infinite Diamonds for over a year, Jae-Hee finally reaches the ultimate in-game achievement — only to suddenly find herself in the RPG gacha game Terrarium Adventure! Why was she pulled into the game, and how can she get out? For now, she has no choice but to explore! 
 
(Source: Manta, edited)"
166651,Castle 2: Maninjisang,69,977,Action|Drama,Primarily Adult Cast:79|Primarily Male Cast:79|Martial Arts:79|Mafia:79|Revenge:79|Full Color:60|Male Protagonist:60|Crime:60,Shin Kim,"Shin Kim is a special killer who gathered men from all over the country and made the organization ""Baek-Yi"" to destroy the absolute power ""'Castle"" of the underworld. Through a negotiation, he got inside Castle and started working with the enemy... Will Shin be able to take down Castle and complete his revenge as he hoped?
  
(Source: Naver, translated)  
 Note: Includes two extra chapters."
139223,Sex Lessons with My Sister,60,977,Drama|Hentai|Romance,Inseki:60|Love Triangle:60|Nudity:60|Female Harem:60|Polyamorous:40|Full Color:20|Pregnancy:20|Fellatio:20|Cunnilingus:20|Heterosexual:20|Male Protagonist:20|Female Protagonist:20|College:20|Nakadashi:20,Ji-Hoon Lee,"""I'll make a man out of you!""   
Ji-Hoon has a secret that keeps him from losing his virginity. His sister, Ji-Ah, goes out of her way to prepare a special lesson on sex for her brother. Will Ji-Hoon be able to pass her class and lose his virginity?  (Source: TOPTOON+)"
188101,Rooftop Sex King,64,976,Drama|Hentai|Supernatural,Nudity:50|Full Color:20|Long Strip:20|Male Protagonist:20|Netori:20|Fellatio:20|MILF:20|Threesome:20|Age Gap:20|Cheating:20|Nakadashi:20|Oyakodon:20,Hyeong-Sik Kim,"Hyeong-Sik has one problem: The size of his dick. But he can't say no when he's offered a
mysterious series of missions that promise to boost his size. With each challenge growing harder and hotter, will he be able to become a legend?!  
 ""Take a peek at the landlord's wife's naked body.""   (Source: DAYcomics, edited)"
211153,Byeongyeongbaegui 10 Class Mangnani,58,975,Action|Fantasy,Full Color:20|Long Strip:20|Male Protagonist:20|Magic:20,,"An old, shabby mage in his seventies returns to sixty years in the past to a much-awaited, deeply missed day from long ago…  (Source: Naver, translated)"
187769,Prison Revenge,60,975,Drama|Hentai,Revenge:60|Nudity:50|Full Color:20|Long Strip:20|Male Protagonist:20,Jae-Hyeon Han,"I've been beaten and humilated all my life and I even lost my parents.  
 ""Now it's your turn. Don't expect to get out of this easily.""   (Source: DAYcomics)"
108813,Haunted by Desire,63,975,Horror|Romance|Supernatural,Boys' Love:80|Full Color:79|Rape:79|Gore:79|Male Protagonist:79|Primarily Male Cast:79|Primarily Adult Cast:79|Tragedy:79|Historical:66|Ghost:66|Afterlife:60|Demons:60|Time Skip:60|Reincarnation:60|Body Horror:40|Incest:40|Masturbation:20|Nudity:20|Facial:20|Public Sex:20,,"Jo Seong-Jae has a secret: he’s been spending passionate nights with a ghost that looks like Hong Do-Hui, the man he’s in love with. Plagued every night by his yearning and the unrelenting ghost, Seong-Jae’s health steadily worsens. Concerned for his ailing friend, Do-Hui offers to help Seong-Jae escape his nightmares. It’s a feat no ordinary man could accomplish, but Do-Hui is no ordinary man. See, Do-Hui has a secret, too. It just might be the key to saving Seong-Jae…or to destroying them both.  

(Source: Lezhin)  

 Note: Chapter count includes 18 extras."
171906,Red Mansion,65,973,Drama|Psychological,Boys' Love:60|Yandere:50|Drugs:40|Male Protagonist:20|Crime:20|Anal Sex:20|Fellatio:20|Masturbation:20|Nudity:20|Gore:20|Urban:20|Primarily Adult Cast:20|Primarily Male Cast:20|Deepthroat:20|Virginity:20|Tragedy:20|Bondage:20|Suicide:20|Fingering:20|Rimjob:20|Hypersexuality:20|Masochism:20,,"A dilapidated mansion sits on the outskirts of Seoul. Among its residents are frauds, murderers, and psychopaths, all seeking refuge in the only place that will accept them. But not every resident of the run-down manor has come here by choice. Kim Sungkyung operates a minimart so that he can afford to take care of his parents, who have come down with a malignant disease. Having been born inside the four walls of the mansion, a life of depravity and deprivation is all he knows. The sole thing that gets him through is his obsession with the building's manager, Kwon Cheong-rim: a cruel and calculating figure seemingly only interested in the preservation of his own wealth and power. So when the enigmatic pretty boy begins to hint at a sort of faint interest in Sungkyung, the latter's obsession begins to grow as a single question echoes ceaselessly throughout his mind: ""Why...?""
  
(Source: Lezhin US)"
164171,The Monster Princess,59,973,Drama|Fantasy|Romance,Full Color:20|Villainess:20|Female Protagonist:20,,"Princess Arbella Camulita believed she was destined for greatness since she was the empire's most powerful magician. But her hopes are destroyed after a dream reveals that she will become a monster and die due to being jealous of her half-sister, Judith, who will become the heroine and have a happy ending. Determined to prevent this awful end, Arbella decides to get close to Judith instead. Can this princess beat fate and prove that she's not the monster the future says she'll be?
  
(Source: Tapas)"
163056,Hilde Takes House Arpeggio,56,972,Fantasy|Romance,Full Color:20|Female Protagonist:20|Long Strip:20,,"When Hilde Ruth is put on trial for defending herself from a lecherous customer, she meets Viscount Logen Strauss, who reveals that she's actually the granddaughter of the powerful Duke Arpeggio! Eager to become a noble, Hilde happily accompanies Logen to her ancestral home. But instead of a tearful family reunion, she's coldly ordered to pass a test to prove herself worthy of the Arpeggio name. Under such circumstances, will Hilde successfully claim her spot in House Arpeggio?
  
(Source: Tapas)"
184163,Mabeopsonyeo Ajeossi,62,972,Action|Fantasy|Mahou Shoujo,Anti-Hero:79|Gender Bending:66|Full Color:60|Magic:60|Superhero:60|Super Power:60|Urban Fantasy:60|Long Strip:60|Henshin:60|Primarily Adult Cast:60|Shapeshifting:20,Ha-Ram Lee,"202X. In the back alleys of Seoul, South Korea… He looked down at the heroes under his feet—the heroes who adorned themselves in a variety of colorful clothes, as if they were K-pop idols on TV. Those heroes? They were crawling beneath him, their gaudy outfits smeared with dirt. That was the true nature of being a hero. He hoped the individuals before him learned that lesson well. It was time to ensure they never forgot it. As a magical girl, he swung his hammer down. This is a bright story. The story of a man reclaiming his light.  (Source: KakaoPage, translated)"
186903,Revenge,49,972,Drama|Psychological,Revenge:95|Rape:79|Boys' Love:72|Gore:66|Full Color:60|Male Protagonist:60|College:30|Group Sex:20|Anal Sex:20|Watersports:20|Handjob:20|Nudity:20|Time Skip:20|Irrumatio:20|Fellatio:20,Ju-Yeon Park,"Kwon Ji-Uk's monotonous daily life takes an unexpected turn at a club meeting when he becomes drawn to a mysterious new freshman. Captivated by the freshman's sweet looks, Ji-Uk tries to approach him, only to be met with a cold and dismissive attitude. Annoyed by the response, Ji-Uk resolves to teach the freshman a lesson in his own way. However, things take a shocking twist that Ji-Uk never saw coming. The next morning, Ji-Uk wakes up covered in someone else’s fluids, staring at an unfamiliar ceiling, only to realize he’s now trapped in an unimaginable and humiliating situation. 
 
 “You're all the same...how you let your urges take over...”  
 
Once a domineering and fearsome figure who thrived on intimidation, Ji-Uk finds himself powerless against the alluring yet dangerous freshman, Park Ju-Yeon. With no clue about Juyeon’s true intentions or the deadly game that’s about to unfold, Ji-Uk is dragged into a personal hell designed just for him. 
 
(Source: Lezhin US, edited)"
128529,"Miss You, Lucifer",67,972,Comedy|Drama|Music|Romance,Boys' Love:79|Full Color:60|Male Protagonist:60|Acting:60|Idol:60|Long Strip:60|Primarily Adult Cast:60,Kwon-Jun Kang,"An A-list star has a crush on a rookie idol. 
 
Jung-Woo 'Lucifer' Lee, a member of the obscure idol group Sweet Devils, dreams of making it big. His one claim to fame — an accidental pants-ripping on air — leads to a chance encounter with A-list star Kwon-Jun Kang. Turns out, Kwon-Jun has been harboring an intense crush on Lucifer. What will happen when an unexpected one-night stand leads to an ambiguous romance? How will this A-list star and D-list idol navigate their relationship?  
 
(Source: Manta)"
163398,Strong Man Pretty Woman,60,971,Comedy|Drama|Fantasy|Hentai,Full Color:20|Nudity:20|Male Protagonist:20|Large Breasts:20|MILF:20|Fellatio:20|Chibi:20|Virginity:20|College:20|Handjob:20|Public Sex:20|Nakadashi:20|Defloration:20|Squirting:20|Sumata:20|Threesome:20|Cunnilingus:20,Dae-Ung,"Dae-Woong always has risks of losing his penis. Eun-Ha introduces him to an institution, and he realizes that he has the ""King's Yang Energy""...  
 ""Ah, this energy... It's so sad to let it go to waste. Here, touch this!""   (Source: DAYcomics)"
151371,God Tribe,62,971,Action|Fantasy,Gods:79|Male Protagonist:79|Revenge:60|Age Gap:40,,"Latde, a member of a near-extinct God Tribe called The Hwan Tribe, is being raised in the hands of the Carnivore Tribe on the remote Carnivore Island, far away from the mainland. The Hwan Tribe members being raised on the island are sent away to the Hwan Continent upon reaching adulthood, and Latde’s older brother Latz has already left the island to live a new life in their homeland. But as Latde nears adulthood, the secret of the island is revealed, plunging it into turmoil.
  
(Source: WEBTOON)"
161548,Instant Family,63,971,Drama|Romance,Boys' Love:60|Full Color:60|Omegaverse:60|Nudity:60|Male Protagonist:60|Masturbation:20|Anal Sex:20|Drugs:20|Rape:20|Fellatio:20|Deepthroat:20|Prostitution:20|Time Skip:20|Nakadashi:20|Bondage:20|Public Sex:20|Watersports:20|Revenge:20|Disability:20|Rimjob:20,,"Can you form a life-changing bond with somebody overnight? It’s a question Sejoon has never imagined he’d have to ask himself, but here he is. He’s spent his entire life as an omega with an innate disgust for alphas, which has only grown since he was forced into prostitution by his own cousin. Yet when he accidentally spends a passionate night with Taeheon, a gruff but thoughtful alpha, they immediately form a bond that’s deeper than anything either of them have experienced before. But is this connection meant to last for only an instant? Or will it last for a lifetime?
  
(Source: Lezhin US)"
123100,Muhyeopji Choego Akdangui Gwihan Ttarimnida,62,971,Fantasy|Romance,Historical:20|Full Color:20,,"I thought I was reincarnated as the daughter of a wealthy family, but it turns out I was born as the child of the greatest villain in the fantasy world of martial arts. My father doesn't care about me, I'm ostracized by the others, and I'll eventually be murdered as a side antagonist by the male lead, after suffering from my one-sided love.
  
Even worse, this is a world where the weak are the prey of the strong, conceited antagonists.
  
So, before it's late, I need to learn martial arts and escape!
  
However, there was a fatal flaw in my plan...
  
Because of my notorious father, there were too many people who sought to end my life.
  
""Wahhh! Dadda! (Daddy!)""
  
...Will I ever be able to escape safely?
  
 Note : This is a promotional one shot manhwa for the novel
  
(Source: Korean publisher, translated)"
161121,Haengbogeun Bitjarureul Tago,66,970,Comedy|Romance|Supernatural,Yuri:80|Female Protagonist:80|College:79|Long Strip:79|Full Color:66|Mythology:66|Ghost:60|Tragedy:10,Dan-Jo,"Dan-Jo is a freshman in a university and lives a monotonous life. On orientation day she goes to the warehouse on an errand for her senior and witnesses a broom that transforms into a human. From that day on, the Broom Ghost persistently asks for help from Dan-Jo, who she has never met, saying she has nowhere to go. In the end, Dan-Jo accidentally gives the Broom Ghost, the name 'Eundohae', and they live together in a small gosiwon. In return the Broom Ghost promises to make Danjo happy.  (Source: BOMTOON, translated)"
162391,I Picked up the Sexy Heavenly Demon,58,970,Action|Adventure|Drama|Fantasy|Hentai|Romance,Polyamorous:79|Male Protagonist:66|Nudity:66|Female Harem:60|Large Breasts:60|Defloration:60|Isekai:50|Heterosexual:50|Female Protagonist:40|Threesome:40|Body Horror:30|Samurai:30|Swordplay:30|Boobjob:30|Nakadashi:30|Suicide:20|Martial Arts:20|Gore:20|Masturbation:20|Group Sex:20|Marriage:20|Pregnancy:20|MILF:20|Squirting:20,So-Chan Jin,"“Would you take away my virginity?""   
One day, So-Chan picked up a beauty who came floating on the river. Pink hair, pink skin, pink nipples... This pink girl proclaims herself to be the Heavenly Demon, the strongest existence in the martial world. She looks a bit insane, but it doesn't matter. She has big breasts!  (Source: DAYcomics)"
123182,Lust Awakening,56,970,Drama|Hentai,Nudity:79|Love Triangle:79|Netorare:79|Full Color:73|Fellatio:50|Cunnilingus:50|Masturbation:40|Public Sex:40|Voyeur:40|Rape:40|Nakadashi:40|Threesome:30|Bisexual:30|Sadism:20|Shimaidon:20,Yeong-Hui,"A man gets a job being a caretaker for a rich woman and her two beautiful daughters. The madam of the house gives him just one chance, as long as he never interacts with her daughters. Well they won't make it easy for him to do that...  (Source: TOPTOON+)"
155133,Sisters at War,64,969,Action|Drama|Mystery|Psychological,Full Color:60|Adoption:60|Drawing:60|Estranged Family:60|Love Triangle:60|School:50|Revenge:50|Female Protagonist:20|Primarily Female Cast:20|Primarily Teen Cast:20|Bullying:20|Unrequited Love:20|Blackmail:20|Suicide:20,Hae-Ra Chu,"What if your worst enemy turned out to be your sister? Dark loner Hae-Ra and golden child Ri-On have always been arch rivals, competing to be the best in their arts high school. Of course, Ri-On always seems to win, with the support and privilege provided by her wildly wealthy, world-famous sculptor mother. Then again, Ri-On has dark secrets of her own, and there’s just something about Hae-Ra -- her authenticity and vision. Will Hae-Ra and Ri-On ever make peace? After all, there can only be one when it comes to the real deal.  (Source: WEBTOONS, edited)  
 Note: Chapter count includes an epilogue."
146166,Stealing the Lady's Heart,56,969,Drama|Fantasy|Romance,Full Color:20|Heterosexual:20|Fake Relationship:20|Long Strip:20,,"Rainier Cavalier is a handsome duke burdened with an enormous debt. Henrietta Cortez is a wealthy yet neglected heiress. When Rainier’s friend suggests that he “bride-kidnap” Henrietta as a means to relieve his financial woes, he does just that. However, he wasn’t expecting Henrietta to be so beautiful, nor was he expecting her to propose a marriage of convenience that would improve both their lives. Are these two merely business partners in this unusual arrangement? Or could deeper feelings blossom from a simple “marriage by capture?""  
(Source: Tapas)"
179164,Jjajang Han Geureuse Jegalsega Derilsawi,59,969,Action|Comedy|Drama|Fantasy,Full Color:20|Food:20|Reincarnation:20,,"Do you think you can conquer the entire martial arts world with just one bowl of Jajangmyeon?
The protagonist dreamed of becoming the best Chinese chef, but was sent to the Song Dynasty in China! However, when he woke up, there was no martial arts at all, and all that was left was the cooking skills he had learned in his previous life.
But these dishes... the response is very good! In this life , will he be able to captivate Jungwon with Jjajangmyeon and live a successful second life?  

(Source: Naver, translated)"
163085,"You Mustn’t, Your Majesty!",58,968,Fantasy|Romance,Female Protagonist:60|Maids:60|Full Color:60|Swordplay:20|Conspiracy:20|Reincarnation:20|Time Loop:20,,"There's nobody more loyal to Crown Prince Armund than Rosetta, his personal knight. But somehow, he keeps dying, no matter how many times she goes back in time to protect him. By the fifth loop, Rosetta switches tactics and becomes his personal maid in hopes of sticking by his side... Yet earning his trust as a maid proves to be her most difficult mission to date. The deathly paranoid Armund just won't let Rosetta get close to him! If this continues, Armund will face yet another grisly death. But the fifth time's a charm, right? Right...?
  
(Source: Tappytoon)"
147547,Mr. Kang's Son-in-law,55,965,Comedy|Drama|Romance,DILF:79|Love Triangle:79|Boys' Love:73|Full Color:66|Male Protagonist:66|Primarily Male Cast:60|Primarily Adult Cast:60|Age Gap:60|Family Life:20|Rape:20|Nakadashi:20|Ahegao:20|Food:10,Jung-Man Kang,"Han Yisu’s proud of himself for winning over Kang Jihyung, the perfect partner. Not only is Jihyung incredibly rich and handsome, he’s also turned gay just for Yisu and Yisu alone. For Jihyung, Yisu’s willing to move in with Kang Jungman, Jihyung’s father and president of Cheonbong Corporations, and be the daughter-in-law that Jungman so seems to want. So just imagine his surprise when Jihyung suddenly brings home a woman and declares her his fiancee. And not just any woman, but Jungman’s mistress from his favorite bar. Enraged, Jungman chases his own son out of his home and vows to cut him off. Meanwhile Yisu, heartbroken and confused, wants to move out, but Jungman insists that Yisu needs to “take my son’s place.” Yisu’s always considered himself tough, but all this family drama is too much even for him… Just what is he to the house of Kang? Son-in-law, daughter-in-law, stepson, or maybe…all of the above?
  
(Source: Lezhin US)"
152020,"Please, Sponsor",62,965,Drama|Hentai|Romance,Full Color:60|Heterosexual:60|Male Protagonist:60|Female Harem:60|Nudity:60|Defloration:60|Large Breasts:20|Fellatio:20|Chibi:20|Handjob:20|Cunnilingus:20|Nakadashi:20|Love Triangle:20|Boobjob:20|Facial:20|Public Sex:20|Threesome:20|Anal Sex:20|Squirting:20|Long Strip:20|Yuri:10,Min-Su Kim,"""You need to learn to share with others.""   
My father made me sponsor a child since I was student. However, I had no idea it was not an ordinary donation, and that's how I met this really pretty girl.  
 ""Are you my sponsor?""   (Source: TOPTOON+)"
132366,Lily the Vicious Villainess,53,965,Drama|Fantasy|Romance,Female Protagonist:79|Full Color:20,,"The Holy Empire of Serife’s saintess, Lily Stella.
 
She was a holy existence that nobody dared to disrespect. But one day, she stopped hearing God’s voice, and the Holy Empire of Serife fell to ruin. Lily Stella, who was thrown into a well by the hands of the enemy, cursed the God of Serife whom she served all her life with all her might.
  
“Serife. If you’re still listening to my voice, give me another opportunity. But if  I die like this and return to your arms, I…” 
  
 “I will tear you to pieces and eat you alive.” 
  
When she opened her eyes, wondering what happened, she had become Lily Stella of 17 years ago. She had returned as a 6-year-old child...
 
She threw away her past life’s innocent self as the saintess.
Deciding to become wicked, and to only live for herself  (Source: Kakao, translated)"
118893,The Girl That Lingers in the Wall,62,965,Comedy|Hentai|Supernatural,Ghost:79|Full Color:20,,"After losing all his savings in a rental scam, Sulki miraculously finds a brand new apartment at a price too good to be true. Little does he know the place is haunted by a ghost who's hell bent on sucking out his energy - whether it be by playing tricks on him with dirty dreams or possessing other people in his life.
  
(Source: Lezhin US)"
207220,Reveries of the Moonlight,59,965,Action|Supernatural,Vampire:60|Full Color:50|Male Protagonist:50|Long Strip:20|Urban Fantasy:20|Gore:20|Urban:20|Revenge:20|Super Power:20|Motorcycles:20|Guns:20|Coming of Age:20|Swordplay:20|Drugs:20,Se-Geon Han,"Han Segeun was a restless kid with a life and family too ordinary to satisfy him. He chased speed and trouble, wishing he could break free from the dull days ahead. Then, a vampire granted that wish by slaughtering everyone he loved. Saved by Sylvester, the excommunicated Vampire Lord Hunter, Segeun enters the world of the mad moon, a hidden war where vampires prey on humans and hunters kill for cash. Can Segeun live long enough for revenge, or will the night take him like it took his family?  (Source: Tapas)"
121949,Butterfly Love Effect,71,963,Drama|Romance|Supernatural,Yuri:79|Female Protagonist:79|Long Strip:79|Full Color:73|Bullying:70|LGBTQ+ Themes:60|Amnesia:60|School:60|Time Manipulation:60|Primarily Female Cast:60|Animals:20|Suicide:20,,"Bullied at school and abused at home, Sul-Bi, a high school senior struggling with her interest in other girls and her dull life, is on the verge of ending it all. That is, until she runs into an odd girl, wandering the streets with no memory of who or where she is.
  
Instantly falling for this mysterious girl who has no memories and doesn't feel any pain or hunger, Sul-Bi gives her a new name, Gu Seju, meaning ""Savior"". The only clue of Seju's identity is a mysterious note that appears in her pocket each day. Sul-Bi sticks with her, determined to help and solve the mystery that is Seju. However, as the mystery unfolds... Sul-Bi discovers a secret beyond anything she could imagine: Seju is her future girlfriend who has traveled back in time to see her??!!!!
  
(Source: Pocket Comics)"
143761,Four Dangerous Brothers to My Rescue!,56,962,Drama|Fantasy|Romance,Female Protagonist:60|Full Color:60|Magic:20|Inseki:20,,"Warmhearted Lestia has resigned herself to a life of misery under the thumb of her abusive uncle. However, right when things seem to take a turn for the worst, a mysterious boy claiming to be one of her four long-lost brothers appears in the nick of time to save her. After being whisked into a life of luxury, Lestia has her doubts about taking on the Verchester name. But after the discovery of her latent magical powers, Lestia starts to accept two strange truths: She is a true Verchester, and she has a destiny to fulfill. 
 
(Source: Tapas)"
146036,Gwanjon Lee Gang-Jin,63,961,Action|Drama|Fantasy,Anti-Hero:79|Disability:79|Police:60|Full Color:50|Male Protagonist:50|Martial Arts:50|Politics:40,,"Is he crazy? Or just the typical attention seeker?   

Lee Gang-Jin, who doesn't understand the differences between people, and his Master Kwak-No who's the one helping him to understand the differences between people.   

A warm human story of a student and his Master.  

(Source: KakaoPage, translated)"
125382,The Newlywed Game: How to Save My Husband,65,961,Comedy|Fantasy|Romance,Virtual World:79|Full Color:60|Time Manipulation:60|Female Protagonist:20,,"Game notifications? Quests, and a magical item shop... inside a convenience store? After getting married, Bipa's life turns into a video game! Things were going great with her hot and attentive husband—until he has to head off to the frontlines of a war zone, leaving her alone to deal with her insufferable in-laws and terrified for her his safety. One day, she discovers a powerful but expensive item in the magic shop. Can she earn enough points to save her husband’s life?
  
(Source: Tapas)"
128900,Akdanggwa Gyeyang Gajogi Doeeotda,66,960,Romance,Royal Affairs:79|Mermaid:79|Full Color:60|Heterosexual:60,Lloyd Cardence Valentine,Note: Promotional prologue for the homonym web novel.
